location_id	year	sitc_eci	hs_eci	growth_proj	sitc_eci_rank	hs_eci_rank	code
136	2014	-0.7625001	-1.1511505	5.78	"103"	209	"MDG"
136	2015	-0.81835926	-1.1800694	6.07	"102"	205	"MDG"
136	2016	-1.088945	-1.2935743	5.73	"118"	215	"MDG"
136	2017	-1.1653277	-1.2929072	4.99	"119"	212	"MDG"
138	1995	0.7448952	0.5874303		"29"	60	"MEX"
138	1996	0.8756184	0.71451664		"24"	53	"MEX"
138	1997	0.77943105	0.68536645		"26"	53	"MEX"
138	1998	0.68502635	0.63049626		"31"	59	"MEX"
138	1999	0.96959054	0.652125		"22"	54	"MEX"
138	2000	0.9484711	0.6915381		"25"	61	"MEX"
138	2001	1.0305618	0.886996		"23"	50	"MEX"
138	2002	1.1777312	0.9395595		"22"	43	"MEX"
138	2003	1.1965312	0.86472166		"22"	52	"MEX"
138	2004	1.1397588	0.869865	4.68	"22"	50	"MEX"
138	2005	1.3001153	1.0284996	4.65	"19"	38	"MEX"
138	2006	1.2606118	1.0888954	4.45	"19"	39	"MEX"
138	2007	1.3207176	1.0337048	4.51	"17"	39	"MEX"
138	2008	1.2160629	0.95606595	4.37	"20"	43	"MEX"
138	2009	1.0663851	0.9865585	4.21	"23"	44	"MEX"
138	2010	1.2181501	1.1170774	4.38	"19"	33	"MEX"
138	2011	1.0088539	0.9030816	4.35	"25"	48	"MEX"
138	2012	1.0903063	0.99786663	4.26	"22"	48	"MEX"
138	2013	1.2246513	1.0358325	4.38	"18"	40	"MEX"
138	2014	1.2269211	1.038756	4.37	"20"	39	"MEX"
138	2015	1.2477906	1.0120633	4.61	"18"	40	"MEX"
138	2016	1.268203	1.0935647	4.91	"19"	39	"MEX"
138	2017	1.2683856	0.9808097	3.26	"20"	42	"MEX"
140	1995	0.3896228	0.33630803		"41"	84	"MKD"
140	1996	0.33831152	0.28484556		"44"	83	"MKD"
140	1997	0.26921502	0.27806512		"48"	91	"MKD"
140	1998	0.014323656	0.09750791		"62"	106	"MKD"
140	1999	0.11720845	0.025715552		"56"	108	"MKD"
140	2000	0.15867986	0.10146524		"53"	110	"MKD"
140	2001	0.03326767	0.02130433		"63"	115	"MKD"
140	2002	-0.041950934	-0.041589905		"63"	124	"MKD"
140	2003	-0.17091897	0.030917255		"73"	117	"MKD"
140	2004	-0.09238995	-0.04118148	2.22	"63"	121	"MKD"
140	2005	-0.1552981	-0.07675996	2.4	"67"	124	"MKD"
140	2006	-0.09991506	-0.1467865	2.43	"67"	134	"MKD"
140	2007	-0.1086552	-0.16133432	2.28	"66"	130	"MKD"
140	2008	-0.029714534	-0.032052774	2.18	"65"	124	"MKD"
140	2009	-0.07452891	-0.07915056	2.23	"66"	128	"MKD"
140	2010	-0.0738967	-0.09972117	2.45	"67"	129	"MKD"
140	2011	-0.07588015	-0.11746709	2.2	"68"	131	"MKD"
140	2012	-0.12260594	-0.030202582	2.28	"69"	126	"MKD"
140	2013	-0.05975547	-0.060439542	2.23	"66"	129	"MKD"
140	2014	-0.16496618	-0.03345871	1.94	"72"	121	"MKD"
140	2015	-0.15138756	0.017506419	2.64	"68"	127	"MKD"
140	2016	-0.14275204	0.10069227	3.64	"71"	117	"MKD"
140	2017	-0.061681367	0.13944459	2.21	"66"	116	"MKD"
141	1995	-0.7365084	-0.82009196		"100"	172	"MLI"
141	1996	-0.97907805	-0.91146964		"109"	172	"MLI"
141	1997	-1.1513844	-1.1676804		"112"	189	"MLI"
141	1998	-1.3214456	-1.0080111		"118"	181	"MLI"
141	1999	-1.0970675	-1.2096341		"114"	192	"MLI"
141	2000	-0.4445534	-0.5745496		"83"	162	"MLI"
141	2001	-0.3231651	-0.6680174		"77"	172	"MLI"
141	2002	-0.9844153	-1.1031541		"109"	201	"MLI"
141	2003	-0.99360675	-0.86105114		"109"	190	"MLI"
141	2004	-0.7538442	-0.78402674	5.84	"100"	181	"MLI"
141	2005	-0.8395468	-0.900398	5.2	"105"	188	"MLI"
141	2006	-0.6522618	-0.6698532	5.08	"95"	180	"MLI"
141	2007	-0.4007319	-0.6877025	5.05	"80"	173	"MLI"
141	2008	-0.50637954	-0.46398595	5.05	"87"	163	"MLI"
141	2009	-0.9457638	-0.76128834	5.33	"109"	181	"MLI"
141	2010	-0.9355373	-0.83627707	4.87	"112"	188	"MLI"
141	2011	-0.8619764	-0.8429134	5.02	"106"	187	"MLI"
141	2012	-1.1117834	-0.89886236	5.57	"115"	193	"MLI"
141	2013	-2.0189245	-1.65968	5.3	"133"	229	"MLI"
141	2014	-1.6235076	-1.3394141	4.71	"131"	218	"MLI"
141	2015	-1.201916	-1.4056834	5.75	"121"	220	"MLI"
141	2016	-0.8123085	-1.338927	5.89	"98"	217	"MLI"
141	2017	-0.61648226	-0.53127205	5.37	"95"	166	"MLI"
143	1995	-1.3498641	-1.5827816		"122"	210	"MMR"
143	1996	-1.3566486	-1.5793211		"123"	207	"MMR"
143	1997	-1.1874492	-1.5568732		"118"	207	"MMR"
143	1998	-1.3898034	-1.5638597		"119"	204	"MMR"
143	1999	-1.2247194	-1.5418917		"117"	206	"MMR"
143	2000	-1.2407626	-1.5102655		"123"	219	"MMR"
143	2001	-1.305023	-1.5282558		"121"	222	"MMR"
143	2002	-1.3878337	-1.6207551		"127"	224	"MMR"
143	2003	-1.3389205	-1.4722664		"123"	221	"MMR"
143	2004	-1.1111706	-1.4466258		"119"	219	"MMR"
143	2005	-1.1362674	-1.5324131		"118"	218	"MMR"
143	2006	-1.2411052	-1.5104691		"123"	218	"MMR"
143	2007	-1.1252599	-1.4284475		"119"	220	"MMR"
143	2008	-1.0885981	-1.4999841		"115"	220	"MMR"
143	2009	-1.2240813	-1.7395092		"122"	228	"MMR"
143	2010	-1.2537395	-1.4307684		"120"	219	"MMR"
143	2011	-1.0363922	-1.3822267		"115"	221	"MMR"
143	2012	-1.0849371	-1.1631562		"114"	211	"MMR"
143	2013	-1.0701324	-1.2139921		"115"	209	"MMR"
143	2014	-1.2939597	-1.5891322		"119"	225	"MMR"
143	2015	-1.1251755	-1.315316		"120"	213	"MMR"
143	2016	-0.92417425	-1.140736		"105"	207	"MMR"
143	2017	-0.83884674	-0.8633585	6.36	"102"	185	"MMR"
145	1995	-0.6625234	-0.76422447		"94"	165	"MNG"
145	1996	-0.634803	-0.6947756		"93"	159	"MNG"
145	1997	-0.549481	-0.35266		"83"	132	"MNG"
145	1998	-0.47547373	-0.5731955		"86"	150	"MNG"
145	1999	-0.45340925	-0.5274391		"85"	151	"MNG"
145	2000	-0.576803	-0.5943252		"89"	165	"MNG"
145	2001	-0.62790406	-0.7592723		"94"	183	"MNG"
145	2002	-0.7987698	-0.9358677		"100"	193	"MNG"
145	2003	-0.8507481	-0.97441155		"104"	196	"MNG"
145	2004	-0.9975292	-1.1057602	3.04	"113"	198	"MNG"
145	2005	-0.78577995	-1.0803511	3.39	"103"	199	"MNG"
145	2006	-0.9065184	-1.1550514	3.07	"109"	210	"MNG"
145	2007	-1.0493333	-1.138422	2.95	"116"	210	"MNG"
145	2008	-1.1935917	-1.1480455	2.73	"119"	214	"MNG"
145	2009	-0.91737753	-0.9296227	3.17	"106"	191	"MNG"
145	2010	-1.4133201	-1.210444	2.65	"125"	211	"MNG"
145	2011	-1.0761491	-1.1127503	2.82	"117"	209	"MNG"
145	2012	-1.4413582	-1.2897239	2.36	"124"	217	"MNG"
145	2013	-1.307974	-1.3686962	2.39	"123"	220	"MNG"
145	2014	-1.3724899	-1.4497622	2.32	"123"	222	"MNG"
145	2015	-1.1247424	-1.1553813	2.39	"119"	204	"MNG"
145	2016	-1.1326152	-0.6860727	3.02	"119"	174	"MNG"
145	2017	-1.0253373	-0.9809778	2.12	"113"	194	"MNG"
147	1995	-0.83208805	-0.87149954		"106"	178	"MOZ"
147	1996	-0.8411062	-1.1234412		"103"	187	"MOZ"
147	1997	-0.5531421	-0.719138		"84"	159	"MOZ"
147	1998	-0.6096646	-0.654397		"91"	153	"MOZ"
147	1999	-0.3481765	-0.41766053		"79"	142	"MOZ"
147	2000	-0.66018134	-0.5979312		"95"	166	"MOZ"
147	2001	-1.3678569	-1.2155066		"124"	209	"MOZ"
147	2002	-1.3382506	-1.0461682		"124"	200	"MOZ"
147	2003	-1.4378422	-1.349811		"125"	215	"MOZ"
147	2004	-1.1877645	-1.2321923	4.63	"122"	209	"MOZ"
147	2005	-1.3118025	-1.5265883	4.38	"121"	217	"MOZ"
147	2006	-1.1964151	-1.1317118	4.84	"122"	208	"MOZ"
147	2007	-1.1984309	-1.2681193	4.54	"122"	214	"MOZ"
147	2008	-1.0982193	-1.1125103	4.42	"116"	207	"MOZ"
147	2009	-0.982412	-0.8906062	4.54	"112"	189	"MOZ"
147	2010	-1.4436449	-1.5777295	3.75	"127"	223	"MOZ"
147	2011	-1.1903322	-1.1965702	4.28	"123"	213	"MOZ"
147	2012	-1.3013353	-1.3662515	4.29	"120"	219	"MOZ"
147	2013	-1.2124158	-1.2986262	4.49	"120"	217	"MOZ"
147	2014	-0.98872155	-1.1956143	4.62	"111"	212	"MOZ"
147	2015	-0.887389	-1.0310307	5.32	"109"	201	"MOZ"
147	2016	-1.2072918	-1.2816684	5.13	"122"	214	"MOZ"
147	2017	-1.3057991	-1.3294123	5.11	"123"	214	"MOZ"
148	1995	-1.7910182	-1.9443473		"125"	214	"MRT"
148	1996	-1.1315526	-1.2451751		"114"	192	"MRT"
148	1997	-1.6822019	-1.6760496		"126"	209	"MRT"
148	1998	-1.3042257	-0.9722594		"116"	176	"MRT"
148	1999	-1.3044263	-1.2540706		"120"	194	"MRT"
148	2000	-1.428359	-1.409018		"125"	215	"MRT"
148	2001	-1.198027	-1.1940349		"118"	207	"MRT"
148	2002	-1.3112661	-1.4158595		"122"	220	"MRT"
148	2003	-0.6909841	-1.0830443		"97"	199	"MRT"
148	2004	-1.8597999	-1.6141074	3.53	"131"	226	"MRT"
148	2005	-1.3481647	-1.666628	3.64	"122"	225	"MRT"
148	2006	-1.782574	-1.7060357	3.04	"129"	223	"MRT"
148	2007	-1.845656	-1.8110557	3.14	"131"	228	"MRT"
148	2008	-2.0144467	-2.1288173	3.04	"133"	228	"MRT"
148	2009	-1.4593884	-1.7082047	3.24	"128"	227	"MRT"
148	2010	-1.9953184	-1.9359556	2.96	"133"	230	"MRT"
148	2011	-1.5955424	-1.3861295	3.2	"128"	222	"MRT"
148	2012	-1.5107741	-1.538016	3.38	"127"	225	"MRT"
148	2013	-1.8159565	-2.003922	3.05	"131"	232	"MRT"
148	2014	-1.5045117	-1.4538227	3.39	"127"	223	"MRT"
148	2015	-0.98922205	-1.3621602		"114"	216	"MRT"
148	2016	-1.4803365	-1.4169377	3.8	"128"	221	"MRT"
148	2017	-1.4342637	-1.5879788	2.82	"126"	224	"MRT"
151	1995	-0.5114871	-0.39154103		"86"	143	"MUS"
151	1996	-0.6061838	-0.4273029		"89"	139	"MUS"
151	1997	-0.3301785	-0.4731258		"77"	141	"MUS"
151	1998	-0.46225762	-0.49991518		"85"	146	"MUS"
151	1999	-0.41327706	-0.45745492		"84"	144	"MUS"
151	2000	-0.45619553	-0.4479399		"84"	153	"MUS"
151	2001	-0.35784867	-0.33467427		"79"	144	"MUS"
151	2002	-0.47703362	-0.3676802		"85"	155	"MUS"
151	2003	-0.22272724	-0.28096777		"76"	143	"MUS"
151	2004	-0.1249221	-0.2939585	2.25	"68"	146	"MUS"
151	2005	-0.21498503	-0.30432585	2.12	"71"	148	"MUS"
151	2006	-0.2467098	-0.24471077	1.89	"75"	147	"MUS"
151	2007	-0.15775068	-0.3438489	1.85	"68"	150	"MUS"
151	2008	-0.1401803	-0.19909221	1.89	"70"	137	"MUS"
151	2009	0.06321532	-0.21125796	2.29	"62"	139	"MUS"
151	2010	-0.0345543	-0.055203848	2.43	"63"	125	"MUS"
151	2011	-0.047751546	-0.044954564	2.15	"66"	123	"MUS"
151	2012	0.022207549	0.04077789	2.36	"63"	120	"MUS"
151	2013	-0.087292716	-0.11673175	2.38	"68"	132	"MUS"
151	2014	0.010360386	0.02475877	2.26	"62"	117	"MUS"
151	2015	-0.16379093	-0.06665087	2.22	"69"	133	"MUS"
151	2016	-0.25687146	-0.15103744	3.31	"75"	135	"MUS"
151	2017	-0.09126146	-0.047914825	4.22	"67"	129	"MUS"
152	1995	-0.9487884	-1.0661455		"110"	190	"MWI"
152	1996	-1.2088151	-1.4303986		"118"	203	"MWI"
152	1997	-1.2720187	-1.4401495		"120"	206	"MWI"
152	1998	-1.3065739	-1.5082436		"117"	202	"MWI"
152	1999	-1.2311759	-1.338853		"118"	199	"MWI"
152	2000	-1.1758795	-1.2122388		"120"	208	"MWI"
152	2001	-1.3731053	-1.5073195		"125"	221	"MWI"
152	2002	-1.6009178	-1.4803597		"131"	221	"MWI"
152	2003	-1.5890462	-1.5597074		"130"	222	"MWI"
152	2004	-1.4417925	-1.7776225	5.72	"127"	227	"MWI"
152	2005	-1.3964916	-1.5869496	5.73	"124"	221	"MWI"
152	2006	-0.9084804	-1.208279	6.08	"110"	212	"MWI"
152	2007	-0.98134583	-1.3917447	5.76	"114"	219	"MWI"
152	2008	-0.9661273	-1.3399421	6.12	"108"	217	"MWI"
152	2009	-1.1946514	-1.4174486	5.26	"118"	219	"MWI"
152	2010	-0.86993885	-0.89532197	5.8	"108"	192	"MWI"
152	2011	-0.8780067	-0.98578465	5.89	"107"	199	"MWI"
152	2012	-1.1575546	-1.2320359	5.78	"117"	216	"MWI"
152	2013	-0.93228406	-0.89946467	6.11	"106"	191	"MWI"
152	2014	-0.35440302	-0.3602399	5.66	"78"	151	"MWI"
152	2015	-0.6938536	-0.40172806	6.01	"98"	158	"MWI"
152	2016	-0.8425141	-0.953691	4.92	"100"	189	"MWI"
152	2017	-0.8433813	-0.5918494	4.61	"103"	172	"MWI"
153	1995	0.47295853	0.30820578		"36"	88	"MYS"
153	1996	0.48459318	0.32554346		"38"	79	"MYS"
153	1997	0.60890085	0.3959833		"33"	73	"MYS"
153	1998	0.41585147	0.41202712		"40"	72	"MYS"
153	1999	0.81616384	0.4288718		"27"	74	"MYS"
153	2000	0.707153	0.46697715		"29"	82	"MYS"
153	2001	0.7910321	0.60156184		"28"	67	"MYS"
153	2002	0.91052014	0.54594374		"27"	65	"MYS"
153	2003	1.0577575	0.551653		"24"	75	"MYS"
153	2004	1.1177156	0.52039427	4.73	"23"	67	"MYS"
153	2005	0.97062474	0.6509714	4.64	"26"	60	"MYS"
153	2006	0.96789914	0.69026464	4.62	"26"	65	"MYS"
153	2007	0.9696483	0.5562311	4.5	"26"	79	"MYS"
153	2008	0.91963166	0.70089054	4.51	"30"	63	"MYS"
153	2009	0.8015202	0.800055	4.34	"34"	61	"MYS"
153	2010	0.8470042	0.78796315	4.51	"30"	56	"MYS"
153	2011	0.9593647	0.8706893	4.71	"28"	53	"MYS"
153	2012	1.0088124	0.8743835	4.76	"25"	56	"MYS"
153	2013	0.97622645	0.990214	4.86	"28"	43	"MYS"
153	2014	0.9735144	1.0046009	4.87	"28"	40	"MYS"
153	2015	1.0292917	1.0717239	4.82	"25"	39	"MYS"
153	2016	0.95829606	0.9722106	4.97	"27"	45	"MYS"
153	2017	0.9522343	0.98439777	5.47	"28"	41	"MYS"
155	1995						"NAM"
155	1996						"NAM"
155	1997						"NAM"
155	1998						"NAM"
155	1999						"NAM"
155	2000	-0.26682484	-0.28739148		"76"	138	"NAM"
155	2001	-0.44645226	-0.5710718		"87"	164	"NAM"
155	2002	-0.116443574	-0.19543801		"72"	138	"NAM"
155	2003	0.030637365	-0.20039167		"60"	131	"NAM"
155	2004	-0.4319423	-0.35607454	3.35	"83"	151	"NAM"
155	2005	-0.4465714	-0.3853996	3.36	"86"	155	"NAM"
155	2006	-0.38695082	-0.42006156	2.95	"82"	161	"NAM"
155	2007	-0.5055459	-0.50821495	3.06	"86"	158	"NAM"
155	2008	-0.16698822	-0.20429671	3.22	"72"	138	"NAM"
155	2009	0.045157205	-0.17557515	3.44	"63"	134	"NAM"
155	2010	-0.31364256	-0.29684412	3.34	"76"	149	"NAM"
155	2011	-0.38746193	-0.32513955	3.22	"81"	147	"NAM"
155	2012	-0.25973022	-0.15000492	3.2	"79"	130	"NAM"
155	2013	-0.316872	-0.3127645	3.18	"77"	146	"NAM"
155	2014	-0.4810693	-0.39586246	2.56	"88"	155	"NAM"
155	2015	-0.30931583	-0.40318868	3.6	"79"	159	"NAM"
155	2016	-0.44054168	-0.5462512	3.76	"84"	164	"NAM"
155	2017	-0.40402177	-0.41131943	3.76	"83"	157	"NAM"
159	1995	-2.1764407	-2.0561364		"128"	216	"NGA"
159	1996	-1.8922281	-1.7559869		"127"	210	"NGA"
159	1997	-1.8305088	-1.7809733		"128"	211	"NGA"
159	1998	-1.7649475	-1.6952426		"128"	207	"NGA"
159	1999	-1.8914006	-1.8718543		"128"	214	"NGA"
159	2000	-2.2040095	-2.0840194		"132"	229	"NGA"
159	2001	-1.9802918	-1.9807998		"131"	230	"NGA"
159	2002	-1.7498084	-1.8398525		"132"	228	"NGA"
159	2003	-1.6695907	-1.8844534		"131"	227	"NGA"
159	2004	-2.4237075	-2.343012	2.73	"132"	231	"NGA"
159	2005	-2.29588	-2.3189933	2.83	"132"	231	"NGA"
159	2006	-1.9356425	-1.9301305	3.35	"132"	226	"NGA"
159	2007	-1.9245859	-1.7237766	3.53	"132"	226	"NGA"
159	2008	-1.6688384	-1.9907255	3.34	"130"	226	"NGA"
159	2009	-1.7535915	-1.5084529	3.52	"131"	223	"NGA"
159	2010	-1.7348531	-1.8697135	3.25	"131"	229	"NGA"
159	2011	-1.8820161	-1.532943	3.26	"133"	226	"NGA"
159	2012	-1.6253619	-1.7852305	3.74	"131"	229	"NGA"
159	2013	-1.6248628	-1.6194094	3.42	"128"	227	"NGA"
159	2014	-1.7715839	-1.2017436	3.05	"133"	213	"NGA"
159	2015	-2.1734073	-2.1231353	2.63	"133"	232	"NGA"
159	2016	-1.6441939	-1.715472	3.14	"130"	228	"NGA"
159	2017	-1.6800649	-1.7033666	3.43	"130"	228	"NGA"
160	1995	-0.6146193	-0.38441813		"90"	142	"NIC"
160	1996	-0.7862587	-0.75418186		"100"	164	"NIC"
160	1997	-0.64358574	-0.7491128		"93"	163	"NIC"
160	1998	-0.7734615	-0.7628316		"102"	160	"NIC"
160	1999	-0.7453897	-0.69489044		"101"	160	"NIC"
160	2000	-0.77651143	-0.76711816		"102"	180	"NIC"
160	2001	-0.93608123	-0.94467217		"111"	193	"NIC"
160	2002	-0.67028475	-0.69154876		"96"	175	"NIC"
160	2003	-0.89771503	-0.85820097		"107"	189	"NIC"
160	2004	-0.927509	-0.9936484	3.12	"110"	191	"NIC"
160	2005	-0.91628635	-1.0015045	3.03	"110"	195	"NIC"
160	2006	-0.9557622	-0.97604465	3.01	"114"	198	"NIC"
160	2007	-0.75435895	-0.98498005	3.06	"102"	197	"NIC"
160	2008	-0.72421235	-0.9089792	3.24	"99"	192	"NIC"
160	2009	-0.78817254	-0.95923734	3.13	"98"	195	"NIC"
160	2010	-0.94476056	-0.9777076	2.86	"113"	196	"NIC"
160	2011	-0.73806965	-0.9425756	3.21	"99"	198	"NIC"
160	2012	-0.6729803	-0.7843215	3.53	"97"	179	"NIC"
160	2013	-0.8141796	-0.95782876	3.04	"104"	193	"NIC"
160	2014	-0.8807675	-0.90562195	3.08	"105"	190	"NIC"
160	2015	-0.9566394	-0.97217965	2.92	"112"	197	"NIC"
160	2016	-0.8460133	-0.9157189	3.75	"101"	187	"NIC"
160	2017	-0.9000559	-0.89527524	2.79	"107"	188	"NIC"
162	1995	1.4438701	1.2868942		"13"	19	"NLD"
162	1996	1.3836633	1.3555081		"16"	18	"NLD"
162	1997	1.3475443	1.2941902		"18"	21	"NLD"
162	1998	1.29605	1.2920312		"17"	19	"NLD"
162	1999	1.4194707	1.3305383		"17"	20	"NLD"
162	2000	1.2565075	1.3066256		"20"	19	"NLD"
162	2001	1.3195275	1.2668766		"19"	27	"NLD"
162	2002	1.2378315	1.2332679		"21"	29	"NLD"
162	2003	1.1978114	1.1616921		"21"	30	"NLD"
162	2004	1.1746343	1.2536021	3.03	"21"	28	"NLD"
162	2005	1.0981084	1.1785659	2.86	"22"	32	"NLD"
162	2006	1.1165348	1.1576439	2.65	"23"	36	"NLD"
162	2007	1.0099019	1.1107911	2.53	"23"	35	"NLD"
162	2008	1.0527499	1.1007733	2.48	"22"	33	"NLD"
162	2009	1.0802052	1.1376755	2.4	"21"	32	"NLD"
162	2010	1.044694	1.2114623	2.55	"24"	27	"NLD"
162	2011	1.0373136	1.1611133	2.51	"23"	36	"NLD"
162	2012	1.0040203	1.1307967	2.52	"27"	33	"NLD"
162	2013	1.0568496	1.1842707	2.66	"25"	33	"NLD"
162	2014	1.1571542	1.2154819	2.56	"21"	30	"NLD"
162	2015	1.1095757	1.1830899	2.92	"24"	30	"NLD"
162	2016	1.1217837	1.1602588	3.6	"22"	33	"NLD"
162	2017	1.0385846	1.1101938	2.51	"26"	34	"NLD"
163	1995	0.83611065	1.0270694		"24"	32	"NOR"
163	1996	0.80451596	1.1507531		"28"	24	"NOR"
163	1997	0.81259644	1.0369854		"25"	34	"NOR"
163	1998	0.9573636	1.1492813		"23"	26	"NOR"
163	1999	0.78484476	1.0932926		"28"	29	"NOR"
163	2000	0.66939265	0.9947755		"30"	42	"NOR"
163	2001	0.61086446	0.9455695		"31"	47	"NOR"
163	2002	0.75636345	1.0735954		"28"	35	"NOR"
163	2003	0.81406885	1.1339619		"28"	32	"NOR"
163	2004	0.7122729	1.0824441	1.92	"31"	35	"NOR"
163	2005	0.79717416	1.1060519	1.49	"29"	35	"NOR"
163	2006	0.646182	1.0173082	1.59	"36"	44	"NOR"
163	2007	0.83924055	0.98789406	1.72	"31"	41	"NOR"
163	2008	0.69214845	0.839122	1.37	"36"	55	"NOR"
163	2009	0.8111503	0.9517725	1.73	"33"	46	"NOR"
163	2010	0.6933248	0.93829226	1.56	"35"	44	"NOR"
163	2011	0.72738886	0.8030446	1.41	"36"	59	"NOR"
163	2012	0.6369202	0.8633688	1.02	"39"	57	"NOR"
163	2013	0.72915256	0.9391932	1.42	"34"	45	"NOR"
163	2014	0.78517056	0.9103423	1.73	"34"	48	"NOR"
163	2015	1.0139961	0.9567421	2.61	"26"	46	"NOR"
163	2016	0.63141567	0.9017892	2.54	"39"	47	"NOR"
163	2017	0.55506104	0.8044967	2.53	"41"	61	"NOR"
166	1995	0.48064408	0.5084582		"35"	66	"NZL"
166	1996	0.3687181	0.49980912		"42"	64	"NZL"
166	1997	0.4038483	0.581551		"42"	61	"NZL"
166	1998	0.4002877	0.6031223		"41"	62	"NZL"
166	1999	0.3078182	0.5301175		"43"	64	"NZL"
166	2000	0.33230555	0.5156476		"43"	74	"NZL"
166	2001	0.19715719	0.47051474		"52"	79	"NZL"
166	2002	0.37539428	0.5078791		"42"	70	"NZL"
166	2003	0.33766368	0.5855562		"42"	70	"NZL"
166	2004	0.40888265	0.53736985	2.7	"44"	65	"NZL"
166	2005	0.44257703	0.58923477	2.62	"44"	68	"NZL"
166	2006	0.38232988	0.50448495	2.72	"46"	78	"NZL"
166	2007	0.3899533	0.5231202	2.61	"48"	82	"NZL"
166	2008	0.3064885	0.4925351	2.39	"51"	84	"NZL"
166	2009	0.17642945	0.3485072	2.22	"56"	100	"NZL"
166	2010	0.16323516	0.3591818	2.45	"53"	89	"NZL"
166	2011	0.32228088	0.36777923	2.42	"47"	89	"NZL"
166	2012	0.23437849	0.42093208	2.33	"51"	89	"NZL"
166	2013	0.20086022	0.2919825	2.27	"52"	99	"NZL"
166	2014	0.15527807	0.33691248	2.12	"54"	89	"NZL"
166	2015	0.22923288	0.27660626	2.83	"50"	99	"NZL"
166	2016	0.12854555	0.26831794	3	"58"	99	"NZL"
166	2017	0.22628157	0.28522855	2.43	"51"	98	"NZL"
167	1995	-0.17023523	-0.18949495		"69"	126	"OMN"
167	1996	-0.71957386	-0.717066		"95"	162	"OMN"
167	1997	-0.03576103	-0.24899758		"63"	122	"OMN"
167	1998	-0.14834367	-0.2842735		"67"	128	"OMN"
167	1999	-0.24852756	-0.11415976		"70"	117	"OMN"
167	2000	-0.6703911	-0.6771314		"96"	174	"OMN"
167	2001	-0.558262	-0.5638169		"91"	163	"OMN"
167	2002	-0.35887197	-0.50962275		"79"	162	"OMN"
167	2003	-0.91126114	-0.78205305		"108"	185	"OMN"
167	2004	-0.31461245	-0.19825354	2.1	"78"	139	"OMN"
167	2005	-0.45886096	-0.23202798	2.22	"89"	143	"OMN"
167	2006	-0.773906	-0.59785	2.09	"98"	178	"OMN"
167	2007	-0.5182988	-0.33662745	1.85	"88"	149	"OMN"
167	2008	-0.59353065	-0.3535116	1.77	"91"	152	"OMN"
167	2009	-0.4338117	-0.52752256	2.19	"83"	164	"OMN"
167	2010	-0.40292674	-0.42020172	2.12	"83"	159	"OMN"
167	2011	-0.60852206	-0.4453616	1.89	"95"	158	"OMN"
167	2012	-0.56306285	-0.55965537	2.26	"94"	165	"OMN"
167	2013	-0.3669992	-0.39106223	2.34	"82"	152	"OMN"
167	2014	-0.3577124	-0.44077373	2.19	"79"	159	"OMN"
167	2015	-0.41090292	-0.33023763	2.37	"82"	153	"OMN"
167	2016	-0.18641476	-0.09106805	3.23	"73"	132	"OMN"
167	2017	-0.3627873	-0.15795167	4.49	"80"	140	"OMN"
168	1995	-0.8265595	-0.7738863		"105"	167	"PAK"
168	1996	-0.80260783	-0.7367945		"101"	163	"PAK"
168	1997	-0.82260513	-0.8409905		"102"	169	"PAK"
168	1998	-0.9957921	-0.97321945		"111"	177	"PAK"
168	1999	-0.79551315	-0.99502665		"104"	182	"PAK"
168	2000	-0.77228785	-0.83459187		"101"	186	"PAK"
168	2001	-0.75991696	-0.8058926		"101"	185	"PAK"
168	2002	-0.8637128	-0.8870061		"104"	189	"PAK"
168	2003	-0.77637357	-0.6583352		"103"	179	"PAK"
168	2004	-0.7405738	-0.7589913	4.68	"99"	179	"PAK"
168	2005	-0.5800865	-0.6238495	4.78	"94"	166	"PAK"
168	2006	-0.50417125	-0.41500968	4.83	"89"	160	"PAK"
168	2007	-0.53761023	-0.61122763	4.9	"91"	169	"PAK"
168	2008	-0.42447558	-0.39636916	4.86	"81"	155	"PAK"
168	2009	-0.51062095	-0.5653306	4.87	"85"	168	"PAK"
168	2010	-0.6308825	-0.7345305	4.8	"95"	181	"PAK"
168	2011	-0.6010317	-0.7366873	5.05	"93"	181	"PAK"
168	2012	-0.6184871	-0.6678173	4.89	"95"	169	"PAK"
168	2013	-0.6824508	-0.7630599	5.02	"98"	182	"PAK"
168	2014	-0.66255784	-0.6736935	5.07	"98"	178	"PAK"
168	2015	-0.6585287	-0.57766086	5.97	"97"	173	"PAK"
168	2016	-0.6398884	-0.62195647	5.99	"92"	169	"PAK"
168	2017	-0.6156861	-0.57656115	4.78	"94"	171	"PAK"
169	1995	0.11043723	0.02005966		"56"	110	"PAN"
169	1996	0.013605821	-0.10993647		"63"	115	"PAN"
169	1997	0.2553905	0.0611882		"49"	108	"PAN"
169	1998	0.0064894008	-0.009240115		"63"	112	"PAN"
169	1999	0.16512522	0.15571679		"52"	99	"PAN"
169	2000	0.08649612	0.17461309		"59"	108	"PAN"
169	2001	0.146157	0.12127565		"55"	109	"PAN"
169	2002	0.020522138	0.028591529		"60"	117	"PAN"
169	2003	0.03446146	0.043301355		"59"	116	"PAN"
169	2004	0.0051669567	-0.0050413883		"58"	120	"PAN"
169	2005	0.088248156	-0.1533051		"55"	134	"PAN"
169	2006	0.6015408	0.41397974		"40"	86	"PAN"
169	2007	0.52316207	0.3403709		"44"	98	"PAN"
169	2008	0.66235185	0.5420286		"37"	78	"PAN"
